"series","episode","baker","baker_last_name","baker_age","baker_occupation","hometown","signature_bake","technical","result","show_stopper"
3,3,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,3,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,4,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","White Chocolate, Macadamia and Coffee Torte",3,"IN","Gooseberry, Almond and Honey Meringue"
3,4,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Blackberry, White Chocolate, Lemon and Elderflower Torte",2,"IN","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise"
3,4,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Hazelnut, Chocolate and Passionfruit Torte",5,"IN","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
3,4,"John","Whaite",22,"Law student","Wigan","'Torte Noir' Black Forest Torte with Boozy Cream",6,"IN","Elderflower and Bramble Berry Pavlova"
3,4,"Manisha","Parmar",27,"Nursery nurse","Leicester","Almond, Chocolate and Cherry Torte",9,"IN","Tiramisu Layered Meringue Dessert"
3,4,"Ryan","Chong",38,"Photographer","Bristol","Green Tea Opera Torte",7,"IN","Strawberry, Rose and Pistachio Meringue"
3,4,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Chocolate and Almond Truffle Torte",4,"IN","Hazelnut Tiramisu Layered Meringue"
3,4,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire","Black Forest Torte",8,"OUT","Choca Blocka Mocha Meringue"
3,4,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Clementine and Chestnut Torte",1,"STAR BAKER","Pear, Chocolate and Hazelnut Dacquoise"
3,4,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,4,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,4,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",NA,NA,NA,NA
3,5,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Salmon Coulibiac in a Scandinavian Pastry",3,"IN","All American Chiffon Pie"
3,5,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","Full English Wellington",1,"IN","Chocolate and Peanut Butter Pumpkin Pie"
3,5,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Chickpea, Spinach & Mushroom Wellington",7,"IN","Trick or Treat Pumpkin Pie"
3,5,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Four Pig Wellington",6,"IN","Sweet Potato Pie"
3,5,"John","Whaite",22,"Law student","Wigan","Venison and Haggis Wellington",2,"IN","Star-Spangled Pecan Pie"
3,5,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Beef Wellington with Parma Ham and Gorgonzola Cheese",4,"IN","Chocolate and Banana Cream Pie"
3,5,"Manisha","Parmar",27,"Nursery nurse","Leicester","Lamb Wellington with Rosemary and Mint",5,"OUT","Banana Scotch Pie"
3,5,"Ryan","Chong",38,"Photographer","Bristol","Curry Spiced Seabass Wellington",8,"STAR BAKER","Key Lime Pie"
3,5,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,5,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,5,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",NA,NA,NA,NA
3,5,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",NA,NA,NA,NA
3,6,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","Chocolate Walnut Whip Puddings
Elderflower Sponges",3,"IN","Roasted Vegetable Couscous and Sheep Cheese Strudel"
3,6,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants",2,"IN","Leek, Potato, Pistachio and Gruyère Strudel"
3,6,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Banana and Clove PuddingsClootie Dumplings",7,"IN","Strawberry, Rhubarb and Ginger Strudel"
3,6,"John","Whaite",22,"Law student","Wigan","Spicy Toffee PuddingsRaspberry and White Chocolate Puddings",5,"IN","Did not complete due to injury"
3,6,"Ryan","Chong",38,"Photographer","Bristol","Chocolate FondantsSticky Ginger and Date Puddings",6,"IN","Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
3,6,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Sticky Toffee PuddingsGranny's Saucy Lemon Puddings",4,"IN","Sweet Strudel with Sour Cherries"
3,6,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings",1,"STAR BAKER","Spinach, Cheese and Walnut Strudel"
3,6,"Manisha","Parmar",27,"Nursery nurse","Leicester",NA,NA,NA,NA
3,6,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,6,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,6,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",NA,NA,NA,NA
3,6,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",NA,NA,NA,NA
3,7,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Chelsea Bunskis",4,"IN","Black Forest Christmas Stollen"
3,7,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","Lady Arundel's Manchet Buns",5,"IN","Bonfire Night Tear 'n' Share Brioche"
3,7,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Easter Chelsea Buns",1,"IN","Whisky Kugelhopf-Brioche Baba"
3,7,"John","Whaite",22,"Law student","Wigan","Cherry and Almond Saffron Buns",3,"IN","Marzipan Stollen"
3,7,"Ryan","Chong",38,"Photographer","Bristol","Lardy Cakes",6,"OUT","Char Siu Bao"
3,7,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex","Orange, Nutmeg and Saffron Buns",7,"OUT","Sour Cherry and Dark Chocolate Christmas Plait"
3,7,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Bakewell Chelsea Buns",2,"STAR BAKER","European Christmas Wreath"
3,7,"Manisha","Parmar",27,"Nursery nurse","Leicester",NA,NA,NA,NA
3,7,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,7,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,7,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",NA,NA,NA,NA
3,7,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",NA,NA,NA,NA
3,8,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Multi-Seed Savoury Crackers",2,"IN","Fantasy Gingerbread Bird House"
3,8,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Spiced Almond Drinks Crackers",4,"IN","Gingerbread Big Ben"
3,8,"John","Whaite",22,"Law student","Wigan","Asian Spice Crackers",3,"IN","Gingerbread Roman Coliseum"
3,8,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex","Cheese and Pickle Crackers",5,"OUT","Gingerbread Buckingham Palace"
3,8,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Smoky Cayenne, Cumin and Chilli Crackers",1,"STAR BAKER","Gingerbread Barn"
3,8,"Manisha","Parmar",27,"Nursery nurse","Leicester",NA,NA,NA,NA
3,8,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,8,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,8,"Ryan","Chong",38,"Photographer","Bristol",NA,NA,NA,NA
3,8,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex",NA,NA,NA,NA
3,8,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",NA,NA,NA,NA
3,8,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",NA,NA,NA,NA
3,9,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets",3,"IN","Gateau St. Honoré"
3,9,"John","Whaite",22,"Law student","Wigan","Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons",2,"IN","Gateau St. Honoré a la Passion"
3,9,"Danny","Bryden",45,"Intensive care consultant","Sheffield","Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat",4,"OUT","Rosewater and Lychee St. Honoré"
3,9,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons",1,"STAR BAKER","Coffee, Caramel and Hazelnut Paris-Brest"
3,9,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex",NA,NA,NA,NA
3,9,"Manisha","Parmar",27,"Nursery nurse","Leicester",NA,NA,NA,NA
3,9,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,9,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,9,"Ryan","Chong",38,"Photographer","Bristol",NA,NA,NA,NA
3,9,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex",NA,NA,NA,NA
3,9,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",NA,NA,NA,NA
3,9,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",NA,NA,NA,NA
3,10,"Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield","Potato and Pepper Pithivier",2,"Runner-up","Family Reunion Chiffon Cake"
3,10,"James","Morton",21,"Medical student","Hillswick, Shetland Islands","Spanish Pithivier with Chorizo and Red Pepper",1,"Runner-up","United Chiffon Cakes"
3,10,"John","Whaite",22,"Law student","Wigan","Italian Sausage and Roasted Vegetable Pithivier",2,"WINNER","Heaven and Hell Chiffon Cake"
3,10,"Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex",NA,NA,NA,NA
3,10,"Danny","Bryden",45,"Intensive care consultant","Sheffield",NA,NA,NA,NA
3,10,"Manisha","Parmar",27,"Nursery nurse","Leicester",NA,NA,NA,NA
3,10,"Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",NA,NA,NA,NA
3,10,"Peter","Maloney",43,"Sales manager","Windsor, Berkshire",NA,NA,NA,NA
3,10,"Ryan","Chong",38,"Photographer","Bristol",NA,NA,NA,NA
3,10,"Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex",NA,NA,NA,NA
3,10,"Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",NA,NA,NA,NA
3,10,"Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",NA,NA,NA,NA
4,1,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham","Rose and Pistachio Cake",11,"IN","Chocolate, Raspberry and Passion Fruit Engagement Cake"
4,1,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Grapefruit Sandwich Cake",8,"IN","Chocolate Cherry Indulgence"
4,1,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Strawberry, Vanilla and Rosewater Summer Basket",3,"IN","Chocolate and Orange 'Fripperous' Hat Cake"
4,1,"Deborah","Manger",51,"Dentist","Peterborough","Pineapple Cake",9,"IN","'Coffee Time'"
4,1,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Giant Jam Sandwich",7,"IN","Secret Squirrel Cake"
4,1,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Strawberries and Cream Cake",4,"IN","Almond and Espresso Chocolate Cake"
4,1,"Howard","Middleton",51,"Council Worker","Sheffield","Passion Fruit and Coconut Cake",6,"IN","Black Forest Revisited"
4,1,"Kimberley","Wilson",30,"Psychologist","London","Blood Orange Cake",10,"IN","Chocolate, Raspberry & Basil Layer Cake"
4,1,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire","Timperley Early Cake",2,"IN","Thyme 'Wildwood' Cake"
4,1,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes","Lemon and Poppy Seed Cake",5,"IN","Chocolate Monster"
4,1,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Rhubarb and Custard Sandwich Cake",12,"IN","Chocolate and Ginger Night Sky Cake"
4,1,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire","Spiced and Iced Carrot Cake",13,"OUT","Two Tiered Chocolate Cake"
4,1,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire","Pecan and Apple Cake",1,"STAR BAKER","Raspberry Chocolate Cake"
4,2,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham","Italian Grissini",9,"IN","Sweet and Savoury Yin Yang Bread"
4,2,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Fennel and Chilli Breadsticks",11,"IN","Five Strand Christmas Wreath"
4,2,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Mediterranean Breadsticks with Oregano",4,"IN","Double Plaited Loaf"
4,2,"Deborah","Manger",51,"Dentist","Peterborough","Fennel & Chilli Breadsticks",8,"IN","Walnut Fleur Loaf"
4,2,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Giant Matchsticks",2,"IN","Sailor's Knot"
4,2,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Rosemary and Parmesan Grissini",7,"IN","Harvest Crown"
4,2,"Howard","Middleton",51,"Council Worker","Sheffield","Moroccan Breadsticks",10,"IN","Picasso Sun Bread"
4,2,"Kimberley","Wilson",30,"Psychologist","London","Nigella Seed and Parmesan Breadsticks",1,"IN","Peace Bread"
4,2,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes","Rosemary & Raisin Breadsticks",6,"IN","Sage & Garlic Plait"
4,2,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire","Twisty Rye Bread Sticks",5,"IN","Tribute Loaf"
4,2,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire","Grissini with Salt",12,"OUT","Roast Tomato Bread"
4,2,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Mexican Breadsticks",3,"STAR BAKER","White Chocolate and Orange Peacock Bread"
4,2,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",NA,NA,NA,NA
4,3,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham","Coconut, Raspberry and Lemon Meringue Trifle",5,"IN","Vanilla Latte Mini CakesLime & Mint Shortbread Pops"
4,3,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Orange and Ginger Trifle",10,"IN","Limoncello and Blueberry BurstsMillionaire Shortbread"
4,3,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Apple and Blackberry Crumble Trifle",8,"IN","'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes"
4,3,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Raspberry and Almond Trifle",1,"IN","Billionaire BouchéesOrange Financiers"
4,3,"Howard","Middleton",51,"Council Worker","Sheffield","Caramel and Apple Trifle*",7,"IN","Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits"
4,3,"Kimberley","Wilson",30,"Psychologist","London","Peach, Almond and Ginger Trifle",6,"IN","Chocolate Pistachio FinanciersLemon Bergamot Biscuits"
4,3,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire","Rhubarb and Orange Trifle",2,"IN","Almond FriandsTurǫn Macaroons"
4,3,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Desert Island Trifle",3,"IN","Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes"
4,3,"Deborah","Manger",51,"Dentist","Peterborough","Tropical Trifle*",9,"OUT","Canelé Cherry and Chocolate CakesRose Cookies"
4,3,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes","Ginger, Mango and Passion Fruit Trifle",11,"OUT","Rose and Pistachio MacaroonsChocolate and Raspberry Bites"
4,3,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Caribbean Pina Colada Trifle",4,"STAR BAKER","Ninety-NinersSachertorte Parcels"
4,3,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire",NA,NA,NA,NA
4,3,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",NA,NA,NA,NA
4,4,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Mamgu's Cherry-Apple Tart",2,"IN","Moroccan Vegetable Filo Feast"
4,4,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Granny Rogers' Apple, Plum & Cinnamon Country Pie",7,"IN","Roasted Vegetable Filo Pie with Feta Cheese"
4,4,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Peach Pie In the Sky",1,"IN","Cherry Tree Baklava Filo Pie"
4,4,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Apple & Maple Syrup Pie",9,"IN","Spanakopita (Walnut and Feta Cheese)"
4,4,"Howard","Middleton",51,"Council Worker","Sheffield","Apple Pie with Sage Pastry",5,"IN","Fresh Fig and Feta Filo Flan"
4,4,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire","Apple and Pear Pie with Thyme",3,"IN","Spanakopita with St George's Mushrooms"
4,4,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Apple and Marzipan Pie",6,"IN","Rose, Almond and Raspberry Filo Pie"
4,4,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham","Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry",8,"OUT","Orange, Cardamom and Date M'Hanncha"
4,4,"Kimberley","Wilson",30,"Psychologist","London","Pecan and Rosemary Caramel Apple Pie",4,"STAR BAKER","Chicken, Bacon and Butternut Squash Pie"
4,4,"Deborah","Manger",51,"Dentist","Peterborough",NA,NA,NA,NA
4,4,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire",NA,NA,NA,NA
4,4,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes",NA,NA,NA,NA
4,4,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",NA,NA,NA,NA
4,5,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Chocolate, Cherry and Hazelnut Brownies",5,"IN","Tiered Macaron and Sugar Dough Biscuit Centrepiece"
4,5,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Millionaire Banoffee Bonus",3,"IN","Biscuit Buttons and Beads"
4,5,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Apricot and Pistachio Tiffin",2,"IN","Shortbread and Macaron Helter-Skelter"
4,5,"Howard","Middleton",51,"Council Worker","Sheffield","Breakfast Traybake",8,"IN","Japanese Pagoda Tea Tower"
4,5,"Kimberley","Wilson",30,"Psychologist","London","Cherry and Almond Bakewell Florentine Slice",7,"IN","Black and White Viennese Biscuit Stack"
4,5,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Blackberry and Lemon Bakewell Slice",6,"IN","'Dropped Ice-Cream' Biscuit Centrepiece"
4,5,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire","Blueberry & Orange Traybake",4,"OUT","Dalek"
4,5,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Mixed Berry and Almond Crumble Traybake",1,"STAR BAKER","Shortbread Bavarian Clock Tower"
4,5,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham",NA,NA,NA,NA
4,5,"Deborah","Manger",51,"Dentist","Peterborough",NA,NA,NA,NA
4,5,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire",NA,NA,NA,NA
4,5,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes",NA,NA,NA,NA
4,5,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",NA,NA,NA,NA
4,6,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Bara Brith",6,"IN","Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns"
4,6,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Oxford Nutty Fruit Loaf",4,"IN","Schnecken BunsVanilla Custard Skolebrød"
4,6,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Chai Tea Loaf",2,"IN","Hot Cross BriochesRhubarb and Custard Kolaches"
4,6,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Devonshire Panettone",5,"IN","Almond and Apricot BriochesSticky Caramel Kanelbullen"
4,6,"Kimberley","Wilson",30,"Psychologist","London","Chai Spiced Ginger and Date Tea Loaf",3,"IN","Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer"
4,6,"Howard","Middleton",51,"Council Worker","Sheffield","Date & Hemp Yorkshire Loaf",7,"OUT","Peachy BunsGerman Baumschnecken"
4,6,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Citrus Tea Loaf",1,"STAR BAKER","Twisted Swedish KanelbullarSaffron St. Lucia Buns"
4,6,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham",NA,NA,NA,NA
4,6,"Deborah","Manger",51,"Dentist","Peterborough",NA,NA,NA,NA
4,6,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire",NA,NA,NA,NA
4,6,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes",NA,NA,NA,NA
4,6,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire",NA,NA,NA,NA
4,6,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",NA,NA,NA,NA
4,7,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy",1,"IN","Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille"
4,7,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream",6,"IN","Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille"
4,7,"Kimberley","Wilson",30,"Psychologist","London","Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard",4,"IN","Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette"
4,7,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Plum Jam Roly-Polywith Ginger Ice cream",2,"IN","Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts"
4,7,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon","Prune and Armagnac Puddingwith Boozy Butterscotch Sauce",3,"OUT","Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille"
4,7,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream",5,"STAR BAKER","French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers"
4,7,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham",NA,NA,NA,NA
4,7,"Deborah","Manger",51,"Dentist","Peterborough",NA,NA,NA,NA
4,7,"Howard","Middleton",51,"Council Worker","Sheffield",NA,NA,NA,NA
4,7,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire",NA,NA,NA,NA
4,7,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes",NA,NA,NA,NA
4,7,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire",NA,NA,NA,NA
4,7,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",NA,NA,NA,NA
4,8,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Potato, Spelt and Rosemary Focaccia",4,"IN","Spiced Butternut Squash and Pecan 'Cheese' Cake"
4,8,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","'Chelsea Flour Show' Bun Bouquet",3,"IN","Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
4,8,"Kimberley","Wilson",30,"Psychologist","London","Wild Garlic Pesto and Parma Ham Spelt Loaf",2,"IN","Butternut Squash and Spice Cake Toadstool House"
4,8,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire","Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",5,"OUT","Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant"
4,8,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Mango and Nigella Seed Spelt Cob",1,"STAR BAKER","Carrot Cake and Pistachio Garden Plot"
4,8,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham",NA,NA,NA,NA
4,8,"Deborah","Manger",51,"Dentist","Peterborough",NA,NA,NA,NA
4,8,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon",NA,NA,NA,NA
4,8,"Howard","Middleton",51,"Council Worker","Sheffield",NA,NA,NA,NA
4,8,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire",NA,NA,NA,NA
4,8,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes",NA,NA,NA,NA
4,8,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire",NA,NA,NA,NA
4,8,"Toby","Waterworth",30,"Web Programmer","Reading, Berkshire",NA,NA,NA,NA
4,9,"Frances","Quinn",31,"Children's Clothes Designer","Market Harborough, Leicestershire","Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",2,"IN","Great British Soap Opera Cake"
4,9,"Ruby","Tandoh",20,"History of Art and Philosophy Student","Southend, Essex","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions",4,"IN","Chocolate, Almond Praline and Saffron Opera Cake"
4,9,"Beca","Lyne-Pirkis",31,"Military Wives' Choir Singer","Aldershot, Hampshire","Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets",3,"OUT","Banoffee Opera Cake"
4,9,"Kimberley","Wilson",30,"Psychologist","London","Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken",1,"STAR BAKER","Passion Fruit and Lime Opera Cake"
4,9,"Ali","Imdad",25,"Charity worker","Saltley, Birmingham",NA,NA,NA,NA
4,9,"Christine","Wallace",66,"Director of an engraving company","Didcot, Oxfordshire",NA,NA,NA,NA
4,9,"Deborah","Manger",51,"Dentist","Peterborough",NA,NA,NA,NA
4,9,"Glenn","Cosby",37,"English Teacher","Teignmouth, Devon",NA,NA,NA,NA
4,9,"Howard","Middleton",51,"Council Worker","Sheffield",NA,NA,NA,NA
4,9,"Lucy","Bellamy",38,"Horticulturist","Grimsby, Lincolnshire",NA,NA,NA,NA
4,9,"Mark","Onley",37,"Carpenter and Kitchen Fitter","Milton Keynes",NA,NA,NA,NA
4,9,"Robert","Smart",54,"Space Satellite Designer","Melbourn, Cambridgeshire",NA,NA,NA,NA
